Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Демʼянюк,Святослава,Альбертівна,Жіноча,13.02.1970,Програміст,село Івано-Франківськ,"провулок Касима Юрія, буд. 078, Бердичів, 16225",+380 49 873-00-28,stanislav15@example.net
Жайворон,Сніжана,Віталіївна,Жіноча,12.11.1948,Адвокат,селище Заліщики,"узвіз Скляний 3-й, буд. 31, Помічна, 11508",459 54 96,qkabanenko@example.org
Фаренюк,Анжела,Георгіївна,Жіноча,26.04.2005,Пілот,місто Слов'янськ,"сквер 3-тя Лінія Марії Демченко, буд. 742 кв. 409, Берислав, 42136",067 882 63 22,nazarenkoliliia@example.com
Скоробогатько,Вікторія,Омелянівна,Жіноча,29.06.1961,Біолог,хутір Герца,"сквер Місячна, буд. 09, Ворожба, 34151",381-61-39,shynkarenkovitalii@example.org
Височан,Ярина,Ігнатівна,Жіноча,05.08.2005,Мовознавець,хутір Олександрія,"вулиця Багрицького, буд. 2 кв. 920, Косів, 52360",243 31 96,tokarmariia@example.net
Безбородько,Єва,Пантелеймонівна,Жіноча,25.09.1961,Публіцист,хутір Бердянськ,"вулиця Восьмого березня 4-й, буд. 907, Вугледар, 56627",+380 93 801-41-00,gvenhrynovych@example.com
Ткач,Анастасія,Богданівна,Жіноча,03.08.2000,Кінокритик,селище Роздільна,"проспект Аркадійська, буд. 380, Ромни, 07130",+380 98 501-07-43,oleksa33@example.net
Швачко,Маруся,Данилівна,Жіноча,11.12.1944,Археолог,хутір Мелітополь,"шосе Львівська, буд. 4 кв. 013, Радивилів, 61967",924-27-79,havryliukkhoma@example.net
Їжак,Людмила,Несторівна,Жіноча,20.11.1975,Парфюмер,селище Ясинувата,"проспект Наявний 7-й, буд. 2, Бережани, 49006",193 71 44,andrii24@example.com
Дурдинець,Едита,Сергіївна,Жіноча,02.05.1992,Археолог,село Дергачі,"проспект Корнюшина, буд. 8, Пустомити, 96755",+380 (13) 796-22-05,velychkoadam@example.net
Кириленко,Єлисавета,Андріївна,Жіноча,08.03.1965,Геофізик,селище Кам'янець-Подільський,"парк Сурикова, буд. 57 кв. 7, Сквира, 25648",008 370 14 61,ustymnosachenko@example.com
Приходько,Вікторія,Борисівна,Жіноча,25.09.1999,Підприємець,село Яворів,"проспект Чорноморка, буд. 4 кв. 8, Ланівці, 27434",+380 (64) 599-47-83,wnestaiko@example.net
Скорик,Любов,Іллівна,Жіноча,08.09.1997,Локсмайстер,селище Чистякове,"провулок Ярморочна площа, буд. 333, Новомиргород, 93684",+380 37 950 64 09,tsarenkoalbina@example.net
Іванченко,Аніта,Єфремівна,Жіноча,21.09.1963,Художник,місто Бунге ,"сквер Кипарисний 1-й, буд. 5 кв. 83, Калинівка , 08187",+380 34 923-53-48,ushablii@example.com
Вернидуб,Ольга,Болеславівна,Жіноча,09.04.1968,Кінорежисер,хутір Кам'янка-Дніпровська,"провулок Градоначальницька, буд. 06, Жовті Води, 79027",069 854 50 13,pokhrymovych@example.net
Вахній,Галина,Пилипівна,Жіноча,21.02.1984,Слідчий,місто Винники,"проспект Виноградна 3-тя, буд. 165, Ананьїв, 29171",961 14 27,cvakarchuk@example.net
Доценко,Світлана,Гаврилівна,Жіноча,02.09.1959,Мікробіолог,хутір Кіцмань,"шосе Восьмого березня 2-й, буд. 9 кв. 2, Гребінка, 13876",+380 16 159-24-33,eromanets@example.com
Христенко,Соломія,Микитівна,Жіноча,20.07.1976,Публіцист,село Мелітополь,"вулиця Старосінна, буд. 887, Фастів, 42309",144-34-09,havrylivbohdanna@example.org
Перепелиця,Дарина,Романівна,Жіноча,28.06.1979,Візажист,селище Белз,"провулок Пересипська 5-та, буд. 2 кв. 6, Пологи , 28481",+380 30 328 38 41,anastasiia66@example.org
Вакуленко,Марія,Августинівна,Жіноча,03.02.1994,Біолог,місто Вінниця,"сквер Керченський 1-й, буд. 573 кв. 50, Богодухів, 03222",+380 37 313-07-19,myroslav63@example.org
Акуленко,Віра,Богуславівна,Жіноча,04.10.1998,Петрограф,місто Борзна,"площа Качалова, буд. 1, Хрустальний, 58084",099 137-54-14,amaliiatovstukha@example.org
Кабалюк,Маруся,Федорівна,Жіноча,23.05.1996,Машиніст,місто Червоносів,"парк Тепличний 2-й, буд. 468 кв. 02, Дрогобич, 49240",026 947 77 68,xmamchur@example.com
Сімашкевич,Орина,Кирилівна,Жіноча,20.05.1970,Кухар,місто Бершадь,"вулиця Гаванна, буд. 35 кв. 695, Миколаївка , 26725",017 370-12-38,jdrozd@example.net
Петренко,Богданна,Мирославівна,Жіноча,24.04.1972,Бізнесмен,село Сколе,"вулиця Залізничний 3-й, буд. 4 кв. 73, Здолбунів, 43853",071 892 58 88,zhaliloievhen@example.org
Яременко,Данна,Євгенівна,Жіноча,08.04.1969,Гірничий інженер,селище Верхньодніпровськ,"шосе Зелена гірка, буд. 9, Карлівка, 88194",033 860-16-65,jmishchenko@example.org
Василенко,Ярина,Максимівна,Жіноча,29.07.1981,Професор,селище Старий Крим,"сквер Радісна, буд. 9, Волочиськ, 49729",+380 99 128-29-31,onysym04@example.org
Калениченко,Мілена,Богданівна,Жіноча,05.09.1944,Штукатур,хутір Мар'їнка,"площа Псковська, буд. 4 кв. 96, Лутугине, 92569",+380 81 100-52-72,aaron38@example.com
Яценюк,Лариса,Іллівна,Жіноча,27.08.1957,Мінералог,хутір Боково-Хрустальне,"шосе Мусіна, буд. 06, Карлівка, 80591",891-46-13,mykyta51@example.net
Цибуленко,Маруся,Борисівна,Жіноча,27.04.1964,Машиніст,селище Дергачі,"парк Шишкіна, буд. 152, Вугледар, 61016",+380 25 270-34-19,onalyvaiko@example.org
Онищенко,Лілія,Володимирівна,Жіноча,13.05.1940,Драматург,хутір Лубни,"парк Дмитрія Донського, буд. 425 кв. 3, Могилів-Подільський, 58653",283-80-48,kostiantynprotsenko@example.com
Ющенко,Златослава,Арсенівна,Жіноча,19.01.1966,Живописець,селище Борислав,"площа Пересипська 8-ма, буд. 4, Новоград-Волинський, 92764",015 480 48 75,shapovalvladyslav@example.org
Ажажа,Ярослава,Степанівна,Жіноча,04.02.1946,Дантист,місто Дергачі,"провулок Толбухіна, буд. 70, Новояворівськ, 60186",016 787 40 68,varfolomiizaichenko@example.net
Іщак,Єва,Леопольдівна,Жіноча,14.03.1958,Дантист,село Овруч,"проспект Побратимів, буд. 172, Балаклія, 35428",+380 27 203 54 34,iaroslava02@example.com
Франчук,Ольга,Давидівна,Жіноча,10.03.1981,Музикант,селище Ужгород,"сквер Стахановський 4-й, буд. 75, Броди, 12066",+380 62 270-70-26,zakharsirchenko@example.org
Щорс,Людмила,Едуардівна,Жіноча,04.11.1941,Сценарист,село Олександрівськ,"узвіз Карантинна, буд. 4 кв. 221, Токмак, 11547",+380 12 593-31-17,gieremenko@example.com
Демʼянюк,Світлана,Леонідівна,Жіноча,15.01.1958,М'ясник,хутір Білицьке,"проспект Садовського, буд. 2, Яворів, 03784",+380 34 597-42-22,bzubko@example.org
Ющенко,Ліза,Богданівна,Жіноча,17.05.1961,Флорист,місто Приморськ (Україна),"проспект Весела, буд. 8 кв. 004, Благовіщенське, 68320",+380 (27) 942-01-59,ntryhub@example.net
Цимбал,Едита,Теодорівна,Жіноча,03.08.1975,Машиніст,селище Кам'янець-Подільський,"узвіз Поїзна, буд. 96 кв. 15, Лохвиця, 44064",+380 (05) 363-25-74,demyd22@example.org
Базилевич,Єлисавета,Іллівна,Жіноча,13.07.2001,Ветеринар,хутір Пирятин,"шосе Верхня, буд. 4 кв. 0, Зугрес, 37486",+380 02 318-54-18,ielysaveta30@example.com
Абраменко,Ольга,Алевтинівна,Жіноча,02.04.1971,Гінеколог,хутір Старокостянтинів,"сквер Залізничний 3-й, буд. 332, Деражня, 46459",090 026 85 83,bazylevskyivarfolomii@example.net
Пушкар,Розалія,Данилівна,Жіноча,07.10.1946,Кінокритик,хутір Кременчук,"сквер Абрикосовий, буд. 73 кв. 96, Дебальцеве, 50715",012 614-80-90,nilienko@example.net
